"id";"geneTerm_a";"geneTerm_b";"sim_UV"
29743;"AT1G53000";"AT5G45820";0.992479797451454
29744;"AT1G53160";"AT5G22500";0.988668753887312
29745;"AT1G53160";"AT2G39800";0.994712733369092
29746;"AT1G53160";"AT1G69570";0.987321115349855
29747;"AT1G18850";"AT1G73490";0.988299496560173
29748;"AT1G18850";"AT3G51790";0.987733317412278
29749;"AT1G18850";"AT1G31660";0.988553551407491
29750;"AT1G18850";"AT5G67630";0.98694872386481
29751;"AT1G18850";"AT5G64420";0.992094795316061
29752;"AT1G18850";"At5g48240";0.996536859241439
29753;"AT1G18850";"AT5G44140";0.991071299414702
29754;"AT1G18850";"AT3G53940";0.991853181713548
29755;"AT1G18850";"AT4G37910";0.987220799566362
29756;"AT1G18850";"AT4G25200";0.987868751334419
29757;"AT1G18850";"AT4G10760";0.991440801405457
29758;"AT1G18850";"AT4G07410";0.987718229541771
29759;"AT1G18850";"AT4G05410";0.995207153753741
29760;"AT1G18850";"AT4G04790";0.98978475447961
29761;"AT1G18850";"AT3G07610";0.988466715085715
29762;"AT1G18850";"AT1G60850";0.996057181513279
29763;"AT1G18850";"AT1G63780";0.987505799388218
29764;"AT1G18850";"AT1G79730";0.988103404598572
29765;"AT1G18890";"AT5G21040";0.991766824319351
29766;"AT1G18890";"AT5G14310";0.996982705912911
29767;"AT1G18890";"AT5G11530";0.991341254368242
29768;"AT1G18890";"AT4G37900";0.990146988960523
29769;"AT1G18890";"AT4G11850";0.990919241346305
29770;"AT1G18890";"AT4G04220";0.993183647397254
29771;"AT1G18890";"AT2G33490";0.988619589230107
29772;"AT1G18720";"AT5G66260";0.988673012668035
29773;"AT1G18720";"AT5G56520";0.99220575263491
29774;"AT1G18720";"AT5G23240";0.990445063407668
29775;"AT1G18720";"AT4G03520";0.989416508168707
29776;"AT1G18720";"AT3G30843";0.987407375206285
29777;"AT1G18720";"AT3G18350";0.992121724643237
29778;"AT1G05400";"AT5G23920";0.989459549126815
29779;"AT1G05400";"AT1G43960";0.988857792696742
29780;"AT1G05400";"AT1G66380";0.993448451976433
29781;"AT1G05460";"ATCG01100";0.991862862229289
29782;"AT1G05460";"AT2G41540";0.993334364269727
29783;"AT1G05460";"AT5G25100";0.997849644266454
29784;"AT1G05460";"AT4G26590";0.993038871459993
29785;"AT1G05470";"AT5G61240";0.994888423773521
29786;"AT1G05380";"AT4G16680";0.994877973884497
29787;"AT1G05380";"AT5G62480";0.99653198644369
29788;"AT1G05380";"AT5G13390";0.989085651556
29789;"AT1G05380";"AT3G61630";0.990972573290336
29790;"AT1G05380";"AT4G03430";0.991057490665006
29791;"AT1G05380";"AT4G00290";0.992468925122651
29792;"AT1G05440";"AT5G03870";0.988471593039327
29793;"AT1G05440";"AT3G59980";0.989957866080919
29794;"AT1G05440";"AT4G23740";0.987348791921194
29795;"AT1G05440";"AT4G05600";0.987901822619938
29796;"AT1G05440";"AT1G28110";0.997594660884434
29797;"AT1G05430";"At5g55810";0.99169569074438
29798;"AT1G05430";"AT3G11930";0.987227446411658
29799;"AT1G05430";"AT3G02080";0.994738152441118
29800;"AT1G05430";"AT1G06200";0.991350294083845
29801;"AT1G05410";"AT5G64140";0.999133764346653
29802;"AT1G05410";"AT4G24270";0.994006111621191
29803;"AT1G05410";"AT3G25120";0.987260370385644
29804;"AT1G05410";"AT3G02220";0.990257428786305
29805;"AT1G05385";"AT3G56520";0.988275830419311
29806;"AT1G05385";"At3g17050";0.989450409107552
29807;"AT1G05385";"AT3G01010";0.989030918125621
29808;"AT1G05385";"AT1G48030";0.987102643297921
29809;"AT1G05385";"AT1G43670";0.995999933748885
29810;"AT1G05385";"AT1G44920";0.987356152743724
29811;"AT1G41835";"AT5G15310";0.987973997735203
29812;"AT1G41835";"AT3G46580";0.989381712919325
29813;"AT1G41835";"AT3G13690";0.988026241719158
29814;"AT1G41835";"AT3G22420";0.989879750977707
29815;"AT1G41835";"AT1G74520";0.989202146223518
29816;"AT1G41835";"AT1G72420";0.994916113017716
29817;"AT1G79780";"AT3G45780";0.997939030068179
29818;"AT1G79780";"AT3G22750";0.990022897897464
29819;"AT1G79580";"AT5G22730";0.993457905004467
29820;"AT1G79680";"AT5G65600";0.987068387451075
29821;"AT1G79680";"AT5G51610";0.99128288056555
29822;"AT1G79680";"AT4G19690";0.988126599281878
29823;"AT1G79700";"AT5G09440";0.99393155814976
29824;"AT1G79700";"AT5G18120";0.989772483130794
29825;"AT1G79700";"AT5G17880";0.995439141042133
29826;"AT1G79700";"AT4G24630";0.993754149655192
29827;"AT1G79700";"AT4G09830";0.988576296460333
29828;"AT1G79800";"AT5G09220";0.988954247645347
29829;"AT1G79800";"AT5G03810";0.987050454622196
29830;"AT1G79800";"AT3G52740";0.991010804162079
29831;"AT1G79800";"AT4G23490";0.990104855769384
29832;"AT1G79800";"AT4G01760";0.988610676911341
29833;"AT1G79800";"AT1G66450";0.988139094712876
29834;"AT1G79800";"AT3G30460";0.989962210173401
29835;"AT1G79800";"AT1G76530";0.993228910872019
29836;"AT1G79820";"AT5G39870";0.993423744912509
29837;"AT1G79820";"AT4G05040";0.988232416295669
29838;"AT1G79820";"AT3G13540";0.989705196874502
29839;"AT1G79820";"AT2G43730";0.992481995184187
29840;"AT1G79620";"AT4G15730";0.989167252684525
29841;"AT1G79620";"AT1G20300";0.990478496150472
29842;"AT1G79630";"AT4G33360";0.990590815210658
29843;"AT1G79640";"AT3G05900";0.990524493449908
29844;"AT1G79590";"AT4G20480";0.990016281096773
29845;"AT1G79590";"AT2G12550";0.988800756333829
29846;"AT1G79590";"AT3G27090";0.991380546168398
29847;"AT1G79590";"AT3G01150";0.990049167032836
29848;"AT1G79590";"AT1G68370";0.991652662959634
29849;"AT1G18690";"AT5G66120";0.987549877754977
29850;"AT1G18690";"AT5G37570";0.9888642498469
29851;"AT1G18690";"AT5G22790";0.990595578737976
29852;"AT1G18690";"AT3G47520";0.993050662675231
29853;"AT1G18690";"AT4G36020";0.992796438304842
29854;"AT1G18690";"AT4G21170";0.994173126470396
29855;"AT1G18690";"AT3G10050";0.99404585811878
29856;"AT1G18740";"AT5G24530";0.997116414712695
29857;"AT1G18740";"AT5G23380";0.998747685789126
29858;"AT1G18740";"AT3G63180";0.990356245768983
29859;"AT1G18740";"AT3G20340";0.994669731722021
29860;"AT1G18800";"AT3G61100";0.994650758654078
29861;"AT1G18800";"AT3G60040";0.989300237792386
29862;"AT1G18800";"AT3G51270";0.989665531022634
29863;"AT1G18800";"AT4G31120";0.989599415591121
29864;"AT1G18810";"AT5G07860";0.988094460543027
29865;"AT1G18810";"AT4G29070";0.992572529698757
29866;"AT1G18810";"AT3G13510";0.987702053437249
29867;"AT1G07660";"At5g20510";0.992351098506553
29868;"AT1G07640";"AT3G17030";0.993079734659326
29869;"AT1G07610";"AT4G38750";0.987644293157055
29870;"AT1G07610";"AT1G72530";0.991482920361461
29871;"AT1G07790";"AT4G30010";0.98756845888595
29872;"AT1G07790";"AT3G29720";0.99489594022751
29873;"AT1G07890";"AT5G26830";0.996746496030525
29874;"AT1G07890";"AT5G40580";0.987516047288424
29875;"AT1G07890";"AT3G56510";0.996275462100269
29876;"AT1G07890";"AT1G22270";0.995150719473919
29877;"AT1G07890";"AT3G11200";0.993716378715683
29878;"AT1G07890";"AT1G79810";0.99293523360374
29879;"AT1G07630";"AT5G51070";0.991487966992505
29880;"AT1G07630";"AT5G44480";0.988193549044021
29881;"AT1G07630";"AT5G11860";0.991324134528768
29882;"AT1G07630";"AT1G70590";0.988537168108438
29883;"AT1G07795";"ATCG00540";0.994256803071846
29884;"AT1G07795";"AT1G80380";0.993976808265013
29885;"AT1G07750";"AT4G26710";0.991223046425868
29886;"AT1G07750";"AT1G17455";0.988726430571573
29887;"AT1G07770";"AT4G14900";0.996899061035571
29888;"AT1G07770";"AT1G66750";0.988197387855099
29889;"AT1G07770";"At3g21465";0.994099614692889
29890;"AT1G07770";"AT3G02560";0.98903470099376
29891;"AT1G07830";"AT5G19680";0.991532747122018
29892;"AT1G07830";"AT5G20890";0.989244802647566
29893;"AT1G07830";"AT5G45620";0.988191630491162
29894;"AT1G07830";"AT5G45140";0.991737156456952
29895;"AT1G07830";"AT5G05540";0.987374043929217
29896;"AT1G07830";"AT3G11830";0.989824829356085
29897;"AT1G07830";"AT1G44810";0.987981935158807
29898;"AT1G07840";"AT3G55690";0.991248614994467
29899;"AT1G07720";"AT4G27260";0.98897328109838
29900;"AT1G18840";"AT4G35730";0.989076258869661
29901;"AT1G18730";"ATCG00780";0.993677724537452
29902;"AT1G18730";"ATCG00270";0.990756903166058
29903;"AT1G18730";"AT5G47470";0.989976238244418
29904;"AT1G18730";"AT3G51490";0.992173036056274
29905;"AT1G18730";"AT3G50870";0.987347803407034
29906;"AT1G18750";"AT3G23920";0.992864538060947
29907;"AT1G18700";"ATMG00320";0.991654926239718
29908;"AT1G18700";"AT3G62970";0.994484810604895
29909;"AT1G18700";"AT3G50890";0.991383576346642
29910;"AT1G18700";"AT4G35620";0.996613180453936
29911;"AT1G18880";"AT4G37930";0.992881052128604
29912;"AT1G18670";"AT4G15870";0.987226233979854
29913;"AT1G18670";"AT5G42110";0.990411394377659
29914;"AT1G18670";"AT5G39210";0.990407551641716
29915;"AT1G18670";"AT5G38510";0.993330344214977
29916;"AT1G18670";"AT3G58070";0.994047975841102
29917;"AT1G18670";"AT4G12970";0.998499854985609
29918;"AT1G18860";"AT5G02860";0.987852358514836
29919;"AT1G18860";"AT3G62610";0.995217862689201
29920;"AT1G18860";"AT3G59310";0.988417907352614
29921;"AT1G18860";"AT1G28140";0.98889851784367
29922;"AT1G18860";"AT1G12120";0.99345067970313
29923;"AT1G18830";"AT5G14330";0.988969984096316
29924;"AT1G18830";"AT5G03590";0.99333735458716
29925;"AT1G18830";"AT4G00310";0.987696989991148
29926;"AT1G18830";"AT3G17520";0.991387295749797
29927;"AT1G18830";"AT1G44090";0.987023571062996
29928;"AT1G18830";"AT1G02580";0.993741794286854
29929;"AT1G18710";"AT1G30290";0.994124021887564
29930;"AT1G18710";"AT5G52250";0.997890494938397
29931;"AT1G18710";"AT5G49630";0.990511166858713
29932;"AT1G18710";"AT5G24120";0.993748805427604
29933;"AT1G18710";"AT4G12910";0.993579890276622
29934;"AT1G18710";"AT4G02490";0.995644748364396
29935;"AT1G07680";"AT3G24650";0.993046412568265
29936;"AT1G07680";"AT3G19320";0.988597094474903
29937;"AT1G07680";"AT3G11550";0.989147790142443
29938;"AT1G07670";"AT5G41990";0.990424421076425
29939;"AT1G07670";"AT3G57090";0.991484268512111
29940;"AT1G07670";"AT4G32070";0.992122227526596
29941;"AT1G07670";"AT4G03430";0.987216353483293
29942;"AT1G07670";"AT1G22020";0.989060406251202
29943;"AT1G07670";"AT3G27700";0.998452668483308
29944;"AT1G07670";"AT3G08850";0.98821613434595
29945;"AT1G07670";"AT2G47330";0.989269232182682
29946;"AT1G07670";"AT1G14640";0.990783785792201
29947;"AT1G07670";"AT1G02460";0.991842581833868
29948;"AT1G07615";"AT5G26860";0.989684736746385
29949;"AT1G07615";"AT5G47410";0.990313878123844
29950;"AT1G07615";"AT5G40660";0.994228302052597
29951;"AT1G07615";"AT5G37340";0.989543866372485
29952;"AT1G07615";"AT5G17270";0.991769622739693
29953;"AT1G07615";"AT5G07950";0.988901723533002
29954;"AT1G07615";"AT4G22285";0.989714887399732
29955;"AT1G07615";"AT4G07950";0.991643460299336
29956;"AT1G07615";"AT3G14120";0.993770043644782
29957;"AT1G07615";"AT3G20050";0.993051611238906
29958;"AT1G07615";"AT1G02330";0.999412478465745
29959;"AT1G07615";"AT1G52930";0.990740789419507
29960;"AT1G07615";"AT1G48950";0.988517971985061
29961;"AT1G07745";"AT2G45460";0.989735825551913
29962;"AT1G07745";"AT5G56320";0.997417808085297
29963;"AT1G28395";"AT5G42060";0.9871174296265
29964;"AT1G28395";"AT5G36210";0.99223499083162
29965;"AT1G28395";"AT1G50700";0.987741537654788
29966;"AT1G28510";"AT2G41520";0.991378014722877
29967;"AT1G28510";"At5g27860";0.996009521235987
29968;"AT1G28510";"AT5G51280";0.991083226029192
29969;"AT1G28510";"AT3G51530";0.98820773741826
29970;"AT1G28510";"AT1G16970";0.989915397544456
29971;"AT1G28510";"AT3G19640";0.988191094658471
29972;"AT1G28470";"AT4G33840";0.989914269842709
29973;"AT1G28375";"AT3G58550";0.987601084131518
29974;"AT1G28375";"AT1G67860";0.988146915331547
29975;"AT1G28490";"AT5G59010";0.987720558624677
29976;"AT1G28490";"AT4G32330";0.989236341611486
29977;"AT1G28380";"AT3G55450";0.989188394090088
29978;"AT1G28380";"AT4G38940";0.991162655719831
29979;"AT1G28380";"AT4G11330";0.996798266968658
29980;"AT1G28380";"AT3G11320";0.990447073191261
29981;"AT1G21140";"AT4G17695";0.991920175082134
29982;"AT1G21120";"AT5G59550";0.991381797016313
29983;"AT1G21120";"AT5G41100";0.993410560647148
29984;"AT1G21110";"AT5G59550";0.988753821807353
29985;"AT1G21110";"AT5G41100";0.992821049960759
29986;"AT1G21110";"AT3G25250";0.988125811209548
29987;"AT1G21110";"AT1G21120";0.995099435877952
29988;"AT1G21060";"AT5G17650";0.987132154221109
29989;"AT1G21060";"AT3G14720";0.987148347182866
29990;"AT1G21060";"AT1G80290";0.99114608335747
29991;"AT5G44890";"AT1G29650";0.990271313701977
29992;"AT1G21130";"AT5G65580";0.988103052371219
29993;"AT1G21130";"At1g41930";0.989097012016298
29994;"AT1G21090";"AT5G62710";0.994462723640058
29995;"AT1G21090";"AT5G58300";0.989827708257975
29996;"AT1G21090";"AT5G47360";0.992712286716533
29997;"AT1G21090";"AT5G13410";0.993706413901607
29998;"AT1G21090";"AT1G60860";0.987083560389513
29999;"AT1G21090";"AT1G78360";0.992364233741772
30000;"AT1G21050";"AT3G15510";0.987361273739298
30001;"AT1G21050";"AT1G26520";0.994776326811375
30002;"AT1G21065";"AT5G25760";0.98850644618698
30003;"AT1G21065";"AT5G59900";0.98800362667275
30004;"AT1G21065";"AT4G27260";0.990786143064997
30005;"AT1G21065";"AT1G07720";0.988843537580586
30006;"AT1G21080";"AT3G23740";0.994175695635422
30007;"AT1G21080";"AT1G17530";0.993082466720404
30008;"AT1G21100";"AT1G17720";0.986974197428408
30009;"AT1G07880";"AT4G25540";0.994531238231045
30010;"AT1G07880";"AT5G58300";0.989770230703252
30011;"AT1G07880";"AT5G13410";0.990990469067429
30012;"AT1G07880";"AT1G21090";0.990649107972282
30013;"AT1G07860";"AT1G67750";0.996542863536793
30014;"AT1G07860";"AT5G55080";0.990546150031706
30015;"AT1G07860";"AT5G22580";0.988527922744194
30016;"AT1G07860";"AT3G62470";0.989720720245954
30017;"AT1G07860";"AT3G58290";0.990880590367332
30018;"AT1G07860";"AT4G03070";0.991564093008393
30019;"AT1G07860";"AT3G18850";0.996449290469579
30020;"AT1G07860";"AT3G14190";0.987822201559648
30021;"AT1G07860";"AT3G08570";0.990699733703873
30022;"AT1G07860";"AT1G55260";0.988753077883264
30023;"AT1G07850";"AT1G73510";0.995807278406885
30024;"AT1G07850";"AT5G35770";0.990535778570462
30025;"AT1G07850";"AT3G32110";0.991054322831834
30026;"AT1G07850";"AT3G31940";0.987156090816336
30027;"AT1G07850";"AT3G07470";0.986971352315429
30028;"AT1G07740";"AT4G15520";0.990308308433615
30029;"AT1G07740";"AT5G27400";0.990509367073664
30030;"AT1G07740";"AT5G60620";0.993585478726033
30031;"AT1G07740";"AT4G31985";0.996347523189096
30032;"AT1G07740";"AT3G12320";0.990576087409367
30033;"AT1G07690";"At1g40550";0.987269352134793
30034;"AT1G07690";"AT3G44560";0.988949262567189
30035;"AT1G07690";"AT4G03790";0.988468019451322
30036;"AT1G07690";"AT1G75300";0.989081646980614
30037;"AT1G07690";"AT1G42560";0.989682802166563
30038;"AT1G28520";"AT2G41520";0.996765172998274
30039;"AT1G28520";"At5g27860";0.990487680198298
30040;"AT1G28520";"AT5G51280";0.993584493863811
30041;"AT1G28520";"AT3G44600";0.98860871743615
30042;"AT1G28520";"AT1G28510";0.988470175406139
30043;"AT1G28340";"AT2G33160";0.997472090491754
30044;"AT1G28340";"AT1G72110";0.991020062786669
30045;"AT1G28370";"AT5G05300";0.995460263733993
30046;"AT1G28370";"AT4G33140";0.987346285598747
30047;"AT1G14460";"AT5G65320";0.987912397942238
30048;"AT1G14460";"AT5G64110";0.991879591884349
30049;"AT1G14460";"AT3G07274";0.994767005426762
30050;"AT1G14460";"AT3G02210";0.987760752057876
30051;"AT1G14470";"AT3G58450";0.987799206973313
30052;"AT1G14470";"AT3G47230";0.991865444922278
30053;"AT1G14470";"AT3G43130";0.993396137233084
30054;"AT1G14470";"AT1G32270";0.99210252464452
30055;"AT1G14490";"AT5G03870";0.994229715254813
30056;"AT1G14490";"AT4G05600";0.993067911274099
30057;"AT1G14490";"AT4G04350";0.991365639084891
30058;"AT1G14490";"AT3G15550";0.98819892596584
30059;"AT1G14490";"AT1G28110";0.99714650689075
30060;"AT1G14490";"AT1G48130";0.98796220438972
30061;"AT1G14490";"AT1G05440";0.995289655441756
30062;"AT1G14550";"AT5G52360";0.988149286259881
30063;"AT1G14550";"AT3G45600";0.987744801617365
30064;"AT1G14550";"AT4G10800";0.988119269562759
30065;"AT1G14480";"AT3G56880";0.993451875895704
30066;"AT1G14480";"AT5G43745";0.991891954589437
30067;"AT1G14480";"AT5G37770";0.98710563565694
30068;"AT1G14480";"AT3G53400";0.992818409148673
30069;"AT1G14480";"AT4G32300";0.994474224919577
30070;"AT1G14480";"AT1G66540";0.989848897375669
30071;"AT1G14310";"AT5G51850";0.994047577761464
30072;"AT1G14310";"AT5G40830";0.989704678158102
30073;"AT1G14310";"AT5G06940";0.987807261812427
30074;"AT1G14310";"AT4G39010";0.988434082022418
30075;"AT1G14310";"AT4G28230";0.987640123448204
30076;"AT1G14310";"AT4G21105";0.990816382414678
30077;"At1g14520";"AT5G48790";0.988112841104936
30078;"At1g14520";"AT5G48210";0.989981298285088
30079;"At1g14520";"AT5G46770";0.992836785215031
30080;"At1g14520";"AT4G29260";0.995035970033502
30081;"At1g14520";"AT4G24750";0.99194732030146
30082;"At1g14520";"AT3G31540";0.99442994232327
30083;"At1g14520";"AT3G22150";0.992608026996051
30084;"At1g14520";"AT3G12690";0.991453328133921
30085;"At1g14520";"AT3G09050";0.996925882394635
30086;"At1g14520";"AT1G52950";0.98988802292966
30087;"AT1G14380";"AT5G07960";0.987345745168379
30088;"AT1G14380";"AT4G21960";0.992526119388997
30089;"AT1G14380";"AT3G26160";0.990814848383137
30090;"AT1G14380";"AT3G28950";0.996323315611794
30091;"AT1G14380";"AT3G03100";0.99383867929551
30092;"AT1G14380";"AT1G53030";0.999721086836831
30093;"AT1G14280";"AT3G51880";0.993819284574226
30094;"AT1G14280";"AT5G66815";0.991969595954268
30095;"AT1G14280";"AT5G24570";0.992012277220369
30096;"AT1G14280";"AT3G60030";0.995099075613257
30097;"AT1G14280";"AT3G58780";0.99189539926035
30098;"AT1G14280";"AT1G48690";0.988888582162795
30099;"AT1G14260";"AT1G51910";0.992882807353161
30100;"AT1G14260";"AT3G49780";0.991914857927716
30101;"AT1G14260";"AT3G45220";0.992516326780053
30102;"AT1G14530";"AT3G22380";0.997335878240191
30103;"AT1G14270";"AT1G73360";0.990756137146772
30104;"AT1G14270";"AT1G05990";0.98942133329163
30105;"AT1G14400";"AT5G19330";0.993707350231415
30106;"AT1G14400";"AT1G57600";0.987150383113234
30107;"AT1G14400";"AT4G21810";0.987925656693675
30108;"AT1G14400";"AT3G27530";0.994395824904949
30109;"AT1G14400";"AT1G69670";0.991435208340061
30110;"AT1G14360";"AT5G41350";0.994380772892098
30111;"AT1G14360";"AT5G17990";0.989183811571482
30112;"AT1G14360";"AT3G62600";0.987104691445149
30113;"AT1G14360";"AT1G66570";0.990988567887587
30114;"AT1G14510";"AT5G41770";0.993403538664625
30115;"AT1G14510";"AT3G51110";0.992605255934162
30116;"AT1G14510";"AT4G28990";0.994069303766947
30117;"AT1G14510";"AT4G28860";0.992922578207649
30118;"AT1G14340";"AT5G03230";0.990152548458988
30119;"AT1G14340";"AT4G20235";0.989025005734218
30120;"AT1G14340";"AT3G13040";0.998842954348977
30121;"AT1G14345";"At4g25600";0.994381714967047
30122;"AT1G14345";"AT5G09500";0.992205002971053
30123;"AT1G14345";"AT5G27630";0.987503319420836
30124;"AT1G14345";"AT5G64310";0.989944415470237
30125;"AT1G14345";"AT5G23180";0.991992686093498
30126;"AT1G14345";"AT5G04000";0.988735039648611
30127;"AT1G14345";"AT5G01260";0.990714793754519
30128;"AT1G14345";"AT4G33470";0.991526015193034
30129;"AT1G14345";"AT4G26680";0.989722492817845
30130;"AT1G14345";"AT3G16350";0.991312020999723
30131;"AT1G14320";"AT4G25280";0.989357234456089
30132;"AT1G14350";"AT5G01820";0.989657974146175
30133;"AT1G14350";"AT2G33270";0.990276710026037
30134;"AT1G14290";"AT5G54540";0.986918732118177
30135;"AT1G14410";"AT3G62970";0.996723194951235
30136;"AT1G14410";"AT4G35620";0.988717390358653
30137;"AT1G14410";"AT1G76540";0.989487086786855
30138;"AT1G14410";"AT1G18700";0.989927414105002
30139;"AT1G28410";"AT5G06580";0.991963072290341
30140;"AT1G28360";"AT5G48910";0.996108766095298
30141;"AT1G28360";"AT5G03130";0.988718444237322
30142;"AT1G28360";"AT5G01370";0.988595176944896
30143;"AT1G28360";"AT3G44470";0.990464410383878
30144;"AT1G28360";"AT4G01390";0.987415066276276
30145;"AT1G28360";"AT3G24640";0.987024166569433
30146;"AT1G28360";"AT3G08920";0.988831710597757
30147;"AT1G28360";"AT1G68260";0.990481992360571
30148;"AT1G28460";"AT3G57070";0.987801752280969
30149;"AT1G28460";"AT3G16960";0.987623281981687
30150;"AT1G28460";"AT1G06420";0.996392088512774
30151;"AT1G28430";"AT5G38800";0.988552808052342
30152;"AT1G28430";"AT5G09995";0.995639970807138
30153;"AT1G28430";"AT4G25990";0.987494053233484
30154;"AT1G28430";"AT4G04880";0.987835178775456
30155;"AT1G28400";"AT3G24770";0.987446767282272
30156;"AT1G28400";"AT1G76650";0.993165619319139
30157;"AT1G28400";"AT1G78320";0.988262539592618
30158;"AT1G28390";"At5g21020";0.991439614865737
30159;"AT1G28390";"AT5G51030";0.990736678983692
30160;"AT1G28390";"AT1G17870";0.991123638468618
30161;"AT1G28390";"AT3G04680";0.987868712528795
30162;"AT1G28390";"AT1G73310";0.99809407296342
30163;"AT1G14440";"AT4G34690";0.989313222886222
30164;"AT1G71691";"AT5G65490";0.988622478412213
30165;"AT1G71691";"AT5G43500";0.987873238928513
30166;"AT1G71692";"AT5G44160";0.99470481018897
30167;"AT1G71692";"AT5G40740";0.99365526130319
30168;"AT1G71692";"AT2G30280";0.989394481437858
30169;"AT1G71692";"AT3G17430";0.990431575846402
30170;"AT1G71696";"AT1G58110";0.989342390070072
30171;"AT1G71696";"AT5G50840";0.987859080762454
30172;"AT1G71696";"AT3G62580";0.990802647211759
30173;"AT1G71696";"AT4G38890";0.990218958260863
30174;"AT1G71696";"AT4G24880";0.987707549735202
30175;"AT1G71696";"AT1G77420";0.99394049577466
30176;"AT1G71696";"AT1G04910";0.991049344370173
30177;"AT1G71697";"AT1G16670";0.993828386463594
30178;"AT1G71697";"AT5G52530";0.993614281213519
30179;"AT1G71730";"AT5G43330";0.994509795450185
30180;"AT1G71730";"AT5G05710";0.994009330849805
30181;"AT1G71730";"AT4G33770";0.995395733055205
30182;"AT1G71730";"AT4G21990";0.989095361904199
30183;"AT1G71730";"AT1G07410";0.99594758403296
30184;"AT1G71740";"AT5G42270";0.989892103477556
30185;"AT1G71740";"AT3G58975";0.995555806215054
30186;"AT1G71740";"At1g06810";0.988030520528438
30187;"AT1G71760";"AT5G51590";0.98779293209463
30188;"AT1G71770";"AT5G64930";0.990673175966483
30189;"AT1G71770";"AT5G18830";0.990779019483442
30190;"AT1G71770";"AT1G08060";0.995008172765495
30191;"AT1G71790";"AT3G02670";0.99516485089562
30192;"AT1G71840";"AT5G14880";0.989118396758303
30193;"AT1G71840";"AT5G25070";0.988629479219751
30194;"AT1G71840";"AT3G61140";0.993920203122963
30195;"AT1G71840";"AT3G57390";0.990883145329735
30196;"AT1G71840";"AT4G02730";0.987870137961191
30197;"AT1G71840";"AT3G11280";0.987351644059902
30198;"AT1G71840";"AT3G04120";0.987913384126964
30199;"AT1G71840";"AT3G01320";0.997788214634028
30200;"AT1G71870";"AT5G08070";0.998616847045288
30201;"AT1G71870";"AT3G23930";0.987295392971988
30202;"AT1G71870";"AT3G04630";0.987422912719335
30203;"AT1G71870";"AT1G66240";0.990913471176089
30204;"AT1G71800";"AT5G13200";0.998979080169672
30205;"AT1G71800";"AT2G33480";0.988171616527258
30206;"AT1G71750";"AT2G33120";0.991882111149336
30207;"AT1G71750";"AT5G51130";0.993113158699346
30208;"AT1G71750";"AT5G47400";0.987841956053193
30209;"AT1G71750";"AT5G43490";0.997487058994153
30210;"AT1G71750";"AT3G63400";0.998743892870229
30211;"AT1G71750";"AT4G28020";0.995244607980232
30212;"AT1G71750";"AT4G27680";0.989406667094466
30213;"AT1G71750";"AT4G02720";0.991641227092659
30214;"AT1G71750";"AT1G49150";0.994461697211903
30215;"AT1G71750";"AT1G29330";0.994578587871869
30216;"AT1G71750";"AT1G06050";0.99351127937462
30217;"AT1G71780";"AT5G62520";0.990446537719285
30218;"AT1G71780";"AT5G50840";0.98815360070671
30219;"AT1G71780";"AT4G31300";0.991090322612703
30220;"AT1G71780";"AT4G24880";0.992667693684549
30221;"AT1G71780";"AT3G11340";0.987874966875858
30222;"AT1G71780";"AT3G08990";0.992543755190387
30223;"AT1G71780";"AT3G27000";0.991275267357966
30224;"AT1G71695";"AT4G14615";0.989450797010178
30225;"AT1G71695";"AT4G17370";0.988558055681433
30226;"AT1G71695";"At3g12590";0.991294568824586
30227;"AT1G71695";"AT1G68220";0.996522825512653
30228;"AT1G71810";"AT5G25050";0.987296718209248
30229;"AT1G71810";"AT5G45280";0.995740665654645
30230;"AT1G71810";"AT5G23000";0.993973508033103
30231;"AT1G71810";"AT4G25950";0.996311894059484
30232;"AT1G71810";"AT3G16960";0.997536177526386
30233;"AT1G71820";"AT5G26240";0.996628570180207
30234;"AT1G71820";"AT5G63640";0.988764580665679
30235;"AT1G71820";"AT5G46210";0.989641632628442
30236;"AT1G71820";"AT5G45550";0.987176982115625
30237;"AT1G71820";"AT5G23080";0.990113444387617
30238;"AT1G71820";"AT5G13890";0.991007900941414
30239;"AT1G71820";"AT4G36000";0.996544490126357
30240;"AT1G71820";"AT3G26370";0.988363280405766
30241;"AT1G71820";"AT3G05280";0.987434993634485
30242;"AT1G71820";"AT1G76520";0.989420837894063
30243;"AT1G71820";"AT1G32340";0.994649707387055
30244;"AT1G71830";"AT5G62150";0.993701313932062
30245;"AT1G71710";"AT5G43870";0.988180283680818
30246;"AT1G71710";"AT5G39160";0.995022237390967
30247;"AT1G71710";"AT3G61310";0.993003215808803
30248;"AT1G71710";"AT3G11180";0.988374748206669
30249;"AT1G71710";"AT3G15270";0.988134527436099
30250;"AT1G71860";"AT3G56690";0.990785102899962
30251;"AT1G71860";"AT5G60590";0.990282341730165
30252;"AT1G71860";"AT5G52820";0.987996703474696
30253;"AT1G71860";"AT5G42920";0.9913102161407
30254;"AT1G71860";"AT5G41150";0.988195115999862
30255;"AT1G71860";"AT5G13780";0.987179953006493
30256;"AT1G71860";"AT3G60190";0.989852944110204
30257;"AT1G71860";"AT4G19600";0.996106320442813
30258;"AT1G71860";"AT4G01320";0.992686424875419
30259;"AT1G71860";"AT3G13870";0.987294326640335
30260;"AT1G71860";"AT3G11770";0.99435505776536
